time_ms,time_s,light_level,motion,led_state,mode
223964,223.964,1022,0,0,2
224216,224.216,1022,0,0,2
224467,224.467,1022,0,0,2
224719,224.719,1021,0,0,2
224971,224.971,1021,0,0,2
225223,225.223,1022,0,0,2
225475,225.475,1021,0,0,2
225727,225.727,1022,0,0,2
225979,225.979,1022,0,0,2
226231,226.231,1022,0,0,2
226483,226.483,1021,0,0,2
226735,226.735,1022,0,0,2
226987,226.987,1022,0,0,2
227238,227.238,1022,0,0,2
227490,227.49,1021,1,0,2
227742,227.742,1021,1,0,2
227994,227.994,1022,1,0,2
228246,228.246,1022,1,0,2
228498,228.498,1022,1,0,2
228750,228.75,1022,1,0,2
229002,229.002,1022,1,0,2
229254,229.254,1022,1,0,2
229506,229.506,1022,1,0,2
229757,229.757,1022,1,0,2
230009,230.009,1021,1,0,2
230261,230.261,1022,1,0,2
230513,230.513,1022,1,0,2
230765,230.765,1021,1,0,2
231017,231.017,1022,1,0,2
231269,231.269,1022,1,0,2
231521,231.521,1022,1,0,2
231773,231.773,1022,1,0,2
232025,232.025,1022,1,0,2
232276,232.276,1022,1,0,2
232528,232.528,1022,1,0,2
232780,232.78,1022,1,0,2
233032,233.032,1022,1,0,2
233284,233.284,1021,1,0,2
233536,233.536,1022,1,0,2
233788,233.788,1022,1,0,2
234040,234.04,1021,1,0,2
234292,234.292,1022,1,0,2
234544,234.544,1021,1,0,2
234796,234.796,1021,1,0,2
235047,235.047,1022,1,0,2
235299,235.299,1022,1,0,2
